comuna,titulo,leychileCode,numero,fechaPublicacion,url,url_minvu
SANTA MARIA,APRUEBA PLAN REGULADOR COMUNAL DE SANTA MARIA,8155,45,1984-05-19,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-45_19-MAY-1984&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=8155.1984-05-19.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/1966/4.45a84c.05706.pdf
SANTIAGO,PROMULGA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE SANTIAGO,1169355.0,6847,2021-12-02,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-6847_02-DIC-2021&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1169355.2021-12-02.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/3637/4.6847b21b.13101.pdf
SANTIAGO,APRUEBA ENMIENDA Nº 1 AL PLAN REGULADOR COMUNAL DE SANTIAGO DE 1990,1138872.0,1335 exento,2019-11-19,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1335 exento_19-NOV-2019&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1138872.2019-11-19.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/497/4.202-1335b19b.13101.pdf
SANTIAGO,PROMULGA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE SANTIAGO,1132507.0,5274,2019-06-12,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-5274_12-JUN-2019&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1132507.2019-06-12.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/759/4.5274b19b.13101.pdf
SANTIAGO,"Rectifica el Dec. Alc N° 4491, publicado el 31.05.2018",,8107,2018-09-25,,https://instrumentosdeplanificacion.minvu.cl/files/maps/854/4.8107b18b.13101.pdf
SANTIAGO,Modif. Corredor calle Diez de Julio,,5952,2018-07-13,,https://instrumentosdeplanificacion.minvu.cl/files/maps/791/4.5952b18b.13101.pdf
SANTIAGO,PROMULGA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE SANTIAGO CORREDOR AV. DIEZ DE JULIO HUAMACHUCO,,5952,2018-07-13,,https://instrumentosdeplanificacion.minvu.cl/files/maps/979/5.5952b18b.13101.pdf
SANTIAGO,PROMULGA LA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE SANTIAGO,1119125.0,4491,2018-05-31,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-4491_31-MAY-2018&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1119125.2018-05-31.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/962/5.4491b18b.13101.pdf
SANTIAGO,PROMULGA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE SANTIAGO,,3345,2018-04-24,,https://instrumentosdeplanificacion.minvu.cl/files/maps/641/4.3345b18c.13101.pdf
SANTIAGO,"Rectifica el Decreto N° 138, que modifica el sector 6 Club Hípico - Parque O´Higgins",,609,2016-03-21,,https://instrumentosdeplanificacion.minvu.cl/files/maps/798/4.609b16b.13101.pdf
SANTIAGO,Modifi. Sector 6 Club Hípico - Parque O´Higgins,,138,2016-02-01,,https://instrumentosdeplanificacion.minvu.cl/files/maps/400/4.138b16b.13101.pdf
SANTIAGO,"Modif. Sector Biobío, Lira, Línea férrera, Purén Indómito y redefine trazado de la vía T34C",,3202,2015-10-30,,https://instrumentosdeplanificacion.minvu.cl/files/maps/617/4.3202b15b.13101.pdf
SANTIAGO,"ESTABLECE NORMAS URBANÍSTICAS, MEDIANTE ASIGNACIÓN DE ZONAS DEL PLAN REGULADOR COMUNAL DE SANTIAGO",1080379.0,2450,2015-08-13,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-2450_13-AGO-2015&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1080379.2015-08-13.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/543/4.2450b15b.13101.pdf
SANTIAGO,"Deja sin efecto DUP para circulaciones, palzas y parque intercomunales",,1340,2015-04-27,,https://instrumentosdeplanificacion.minvu.cl/files/maps/392/4.1340b15b.13101.pdf
SANTIAGO,"Rectifica Dec. Alc. N° 1584, publicado el 25.07.2014",,1920,2014-08-27,,https://instrumentosdeplanificacion.minvu.cl/files/maps/483/4.1920b14b.13101.pdf
SANTIAGO,Asignación de normas a DUP caducas,,1584,2014-07-25,,https://instrumentosdeplanificacion.minvu.cl/files/maps/435/4.1584b14b.13101.pdf
SANTIAGO,PROMULGA MODIFICACIÓN AL PLAN REGULADOR COMUNAL DE SANTIAGO,1058195.0,4,2014-01-14,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-4_14-ENE-2014&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1058195.2014-01-14.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/967/5.4b14b.13101.pdf
SANTIAGO,Asigna normas urbanísticas  a predios con DUP que caducaron,,954,2012-06-04,,https://instrumentosdeplanificacion.minvu.cl/files/maps/879/4.954b12c.13101.pdf
SANTIAGO,PROMULGA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE SANTIAGO,1037806.0,375,2012-03-10,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-375_10-MAR-2012&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1037806.2012-03-10.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/675/4.375b12b.13101.pdf
SANTIAGO,PROMULGA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE SANTIAGO,1029501.0,1640,2011-09-12,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1640_12-SEP-2011&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1029501.2011-09-12.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/441/4.1640b11c.13101.pdf
SANTIAGO,P. Seccional Barrio Cívico-Eje Bulnes,,1371,2011-08-29,,https://instrumentosdeplanificacion.minvu.cl/files/maps/397/4.1371b11c.13101.pdf
SANTIAGO,"PROMULGA ACUERDO Nº 235, DE 2011, QUE APRUEBA ENMIENDA A PLAN REGULADOR COMUNAL DE SANTIAGO",1028831.0,1370,2011-08-20,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1370_20-AGO-2011&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1028831.2011-08-20.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/396/4.1370b11d2.13101.pdf
SANTIAGO,Asignacion de normas urbanisticas a DUP caducadas,,2721,2010-08-12,,https://instrumentosdeplanificacion.minvu.cl/files/maps/566/4.2721b10d.13101.pdf
SANTIAGO,"RATIFICA APROBACIÓN DEL PLANO SECCIONAL, QUE RECTIFICA LOS LÍMITES DEL ÁREA VERDE PROYECTADA POR EL PLANO REGULADOR COMUNAL DE SANTIAGO",1006535.0,1540,2009-09-28,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1540_28-SEP-2009&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1006535.2009-09-28.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/920/5.1540b09b.13101.pdf
SANTIAGO,PRORROGA POR UN AÑO MODIFICACIÓN AL PLAN REGULADOR COMUNAL DE SANTIAGO,1003010.0,773,2009-06-02,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-773_02-JUN-2009&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1003010.2009-06-02.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/833/4.773b09b.13101.pdf
SANTIAGO,PROMULGA MODIFICACIÓN DE PLAN REGULADOR COMUNAL DE SANTIAGO,272001.0,900,2008-05-31,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-900_31-MAY-2008&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=272001.2008-05-31.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/867/4.900b08b.13101.pdf
SANTIAGO,"MODIFICACION AL PLAN REGULADOR COMUNAL DE SANTIAGO, REFERIDA A LA RECTIFICACION Y ACTUALIZACION DEL TEXTO DE LA ORDENANZA LOCAL",246469.0,170,2006-01-12,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-170_12-ENE-2006&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=246469.2006-01-12.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/450/4.170b05b.13101.pdf
SANTIAGO,PROMULGA MODIFICACION DEL TEXTO DE LA ORDENANZA LOCAL DEL PLAN REGULADOR COMUNAL DE SANTIAGO,225453.0,601,2004-05-20,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-601_20-MAY-2004&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=225453.2004-05-20.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/797/4.601b04b.13101.pdf
SANTIAGO,PROMULGA MODIFICACION AL PLAN REGULADOR COMUNAL DE SANTIAGO,222159.0,22,2004-03-09,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-22_09-MAR-2004&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=222159.2004-03-09.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/532/4.22b04b.13101.pdf
SANTIAGO,"Modif. El Decreto Alc. N° 1 del 2003, publicado el 11.01.2003",,208,2003-02-14,,https://instrumentosdeplanificacion.minvu.cl/files/maps/505/4.208b03b.13101.pdf
SANTIAGO,PROMULGA MODIFICACION DEL PLAN REGULADOR COMUNAL DE SANTIAGO,206457.0,188,2003-01-07,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-188_07-ENE-2003&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=206457.2003-01-07.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/475/4.188b02b.13101.pdf
SANTIAGO,PROMULGA MODIFICACION AL PLAN REGULADOR COMUNAL DE SANTIAGO,201821.0,111,2002-08-23,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-111_23-AGO-2002&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=201821.2002-08-23.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/335/4.111b02b.13101.pdf
SANTIAGO,PROMULGA MODIFICACION AL PLAN REGULADOR COMUNAL DE SANTIAGO,201275.0,101,2002-08-07,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-101_07-AGO-2002&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=201275.2002-08-07.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/308/4.101b02b.13101.pdf
SANTIAGO,PROMULGA MODIFICACION AL PLAN REGULADOR COMUNAL DE SANTIAGO,197861.0,25,2002-05-08,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-25_08-MAY-2002&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=197861.2002-05-08.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/559/4.25b02b.13101.pdf
SANTIAGO,"DEJA SIN EFECTO RESOLUCION Nº 85, DE 2001 Y APRUEBA MODIFICACION A LA ORDENANZA LOCAL DEL PLAN REGULADOR COMUNAL DE SANTIAGO",196730.0,7,2002-04-16,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-7_16-ABR-2002&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=196730.2002-04-16.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/850/4.7b02b.13101.pdf
SANTIAGO,Modif. Norma para autorizar playas de estacionamiento,,7,2002-02-08,,https://instrumentosdeplanificacion.minvu.cl/files/maps/851/4.7b02c.13101.pdf
SANTIAGO,MODIFICA PLAN REGULADOR COMUNAL DE SANTIAGO,186058.0,31,2001-06-02,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-31_02-JUN-2001&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=186058.2001-06-02.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/613/4.31b01b.13101.pdf
SANTIAGO,APRUEBA MODIFICACION DEL PLAN REGULADOR COMUNAL DE SANTIAGO,174210.0,27,2000-08-12,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-27_12-AGO-2000&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=174210.2000-08-12.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/574/4.27b00b.13101.pdf
SANTIAGO,MODIFICA PLAN REGULADOR COMUNAL DE SANTIAGO,162777.0,38,2000-03-27,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-38_27-MAR-2000&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=162777.2000-03-27.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/686/4.38a99b.13101.pdf
SANTIAGO,MODIFICA TEXTO DE LA ORDENANZA LOCAL DEL PLAN REGULADOR COMUNAL DE SANTIAGO,135590.0,19,1999-04-27,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-19_27-ABR-1999&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=135590.1999-04-27.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/492/4.19a99c.13101.pdf
SANTIAGO,MODIFICA PLAN REGULADOR COMUNAL DE SANTIAGO,78220.0,33,1997-11-24,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-33_24-NOV-1997&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=78220.1997-11-24.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/644/4.33a97b.13101.pdf
SANTIAGO,APRUEBA MODIFICACION DEL PLANO Y LA ORDENANZA LOCAL DEL PLAN REGULADOR COMUNAL DE SANTIAGO,178692.0,53,1996-01-04,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-53_04-ENE-1996&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=178692.1996-01-04.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/768/4.53a95b.13101.pdf
SANTIAGO,APRUEBA MODIFICACION DEL PLANO Y LA ORDENANZA LOCAL DEL PLAN REGULADOR COMUNAL DE SANTIAGO,31918.0,5,1995-02-24,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-5_24-FEB-1995&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=31918.1995-02-24.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/796/4.5a95d.13101.pdf
SANTIAGO,Plano Seccional Huemul.,,95,1995-02-24,,https://instrumentosdeplanificacion.minvu.cl/files/maps/880/4.95a95c.13101.pdf
SANTIAGO,APRUEBA PLAN SECCIONAL Y LA ORDENANZA DEL SECTOR SANTA ISABEL DE LA COMUNA DE SANTIAGO,31822.0,2,1995-02-04,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-2_04-FEB-1995&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=31822.1995-02-04.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/950/5.2a95c.13101.pdf
SANTIAGO,MODIFICA PLANO Y ORDENANZA LOCAL PLAN REGULADOR COMUNAL DE SANTIAGO,32292.0,26,1993-07-03,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-26_03-JUL-1993&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=32292.1993-07-03.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/562/4.26a93b.13101.pdf
SANTIAGO,APRUEBA PLANO SECCIONAL CENTRO MAPOCHO DE LA COMUNA DE SANTIAGO,32095.0,13,1993-04-22,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-13_22-ABR-1993&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=32095.1993-04-22.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/913/5.13a93a.13101.pdf
SANTIAGO,"CONCEDE PERSONALIDAD JURIDICA Y APRUEBA ESTATUTOS A CORPORACION DE DESARROLLO ICTINOS SOCIAL, DE SANTIAGO",9261.0,102,1993-02-25,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-102_25-FEB-1993&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=9261.1993-02-25.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/493/4.1a93b.13101.pdf
SANTIAGO,"CONCEDE PERSONALIDAD JURIDICA Y APRUEBA ESTATUTOS A CORPORACION DE LA ADOLESCENTE EMBARAZADA PIECECITOS DE NIÑO, DE SANTIAGO",9366.0,107,1993-02-25,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-107_25-FEB-1993&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=9366.1993-02-25.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/493/4.1a93b.13101.pdf
SANTIAGO,MODIFICA PLAN REGULADOR COMUNAL DE SANTIAGO,31760.0,1,1993-02-25,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1_25-FEB-1993&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=31760.1993-02-25.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/493/4.1a93b.13101.pdf
SANTIAGO,MODIFICA ORDENANZA LOCAL PLAN REGULADOR DE SANTIAGO,88080.0,51,1992-08-26,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-51_26-AGO-1992&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=88080.1992-08-26.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/756/4.51a92c.13101.pdf
SANTIAGO,MODIFICA PLAN REGULADOR COMUNAL DE SANTIAGO,88124.0,8,1991-03-16,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-8_16-MAR-1991&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=88124.1991-03-16.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/866/4.8a91b.13101.pdf
SANTIAGO,MODIFICA PLAN REGULADOR COMUNAL DE SANTIAGO,88349.0,7,1991-03-15,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-7_15-MAR-1991&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=88349.1991-03-15.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/847/4.7a91b.13101.pdf
SANTIAGO,MODIFICA PLAN REGULADOR COMUNAL DE SANTIAGO,90056.0,49,1990-06-05,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-49_05-JUN-1990&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=90056.1990-06-05.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/747/4.49a90b.13101.pdf
SANTIAGO,ORDENANZA LOCAL DEL PLAN REGULADOR COMUNAL DE SANTIAGO,120873.0,26,1990-01-27,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-26_27-ENE-1990&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=120873.1990-01-27.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/561/4.26a89c.13101.pdf
SANTIAGO,MODIFICA PLANO OFICIAL DE URBANIZACION DE LA COMUNA DE SANTIAGO Y DESAFECTA BIEN NACIONAL DE USO PUBLICO,166510.0,52,1985-05-02,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-52_02-MAY-1985&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=166510.1985-05-02.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/761/4.52a85b.13101.jpg
SANTO DOMINGO,APRUEBA ENMIENDA N° 7 AL PLAN REGULADOR COMUNAL DE SANTO DOMINGO,1178825,982,2022-07-19,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-982_19-JUL-2022&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1178825.2022-07-19.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/3653/4.982b22b.05606.pdf
SANTO DOMINGO,APRUEBA ENMIENDA N°6 AL PLAN REGULADOR COMUNAL,,468,2013-04-18,,https://instrumentosdeplanificacion.minvu.cl/files/maps/1949/4.468b13c.05606.pdf
SANTO DOMINGO,APRUEBA ENMIENDA QUE MODIFICA EL ART. 41 DE LA ORDENANZA DEL PLAN REGULADOR COMUNAL DE SANTO DOMINGO EN LA ZONA ZE1 (PARCIAL),276581,351,2008-08-21,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-351_21-AGO-2008&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=276581.2008-08-21.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/1946/4.351b08b.05606.pdf
SANTO DOMINGO,APRUEBA ENMIENDA QUE MODIFICA EL ART. 41 DE LA ORDENANZA DEL PLAN REGULADOR COMUNAL DE SANTO DOMINGO EN LA ZONA ZE8 (EX SECCIONAL EL BOSQUE),275858,352,2008-08-11,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-352_11-AGO-2008&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=275858.2008-08-11.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/1947/4.352b08b.05606.pdf
SANTO DOMINGO,APRUEBA ENMIENDA QUE MODIFICA EL ART. 41 DE LA ORDENANZA DEL PLAN REGULADOR COMUNAL DE SANTO DOMINGO EN LA ZONA ZU2,268152,538,2008-01-05,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-538_05-ENE-2008&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=268152.2008-01-05.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/1945/4.538b07b.05606.pdf
SANTO DOMINGO,Plan Regulador Comunal de Santo Domingo,,31-4-266,2003-11-11,,https://instrumentosdeplanificacion.minvu.cl/files/maps/1944/4.31-4-266b03c.05606.pdf
SANTO DOMINGO,"PROMULGA MODIFICACIÓN A LA ORDENANZA LOCAL DEL PLAN REGULADOR COMUNAL DE SANTO DOMINGO, PLAN SECCIONAL EL BOSQUE DE SANTO DOMINGO",,31-4-82,1998-09-10,,https://instrumentosdeplanificacion.minvu.cl/files/maps/1943/4.31-4-82a98c.05606.pdf
SANTO DOMINGO,REFORMULA PLAN REGULADOR COMUNAL DE SANTO DOMINGO,141356,3,1989-03-17,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-3_17-MAR-1989&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=141356.1989-03-17.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/1942/4.3a89c.05606.pdf
